id,value,category
336,0.5502304067277105,A
337,-0.898207442491697,A
338,-0.7556005831694873,C
339,-0.05958731779473891,B
340,-0.5071706680182001,D
341,0.19723474042490968,A
342,1.0035167842168242,C
343,0.15080013445090837,D
344,-1.4757987514511248,B
345,-0.3765444218363019,A
346,0.7875198592342714,A
347,0.32472512843492984,D
348,-0.6203322396088036,B
349,-0.2311516217661033,C
350,0.6177711124131663,B
351,-0.4325559303504075,B
352,-0.11210999729660186,D
353,0.808500882398861,C
354,-0.2476060224974069,A
355,-0.06796633337090358,D
356,-0.28147927208843887,D
357,0.11662858442441565,D
358,1.4762900388401488,C
359,-1.6811795921630315,A
360,0.41314023342013745,A
361,-0.5377094526256445,A
362,0.014239683553862875,B
363,-1.7412388245304882,B
364,-1.132311165478206,D
365,0.8039087853248154,B
366,0.09933458291044894,A
367,-0.4641675121519699,B
368,0.40927482117556835,B
369,-1.4140995039228619,B
370,-0.25810121892426796,C
371,-0.4117495369594154,A
372,2.2697084592409356,B
373,-0.2463898937599741,B
374,-0.6002305200541793,A
375,1.372496359973229,B
376,-0.08998665512024467,B
377,-1.13542637396261,A
378,0.3494620458639827,C
379,-0.6668630166092603,B
380,-0.8447817503317588,B
381,0.46449677216980517,C
382,0.39709986832802063,D
383,-0.047909962145206514,D
384,0.8749282489915253,D
385,0.6929972926061256,A
386,-0.2936162035877371,D
387,-0.9510714501669602,B
388,2.3895000901882337,B
389,-0.05307396629423937,D
390,-1.489566513360447,A
391,-0.19506743391463605,A
392,0.9721456696241598,A
393,0.8021058078449711,D
394,-0.5693581084594805,B
395,-0.947883435422576,A
396,-1.369689895575631,A
397,0.5556999330050675,C
398,-0.7912058689923273,C
399,0.21979297344392504,D
400,0.17118564612738685,C
401,-0.5123459391937173,A
402,-0.6394090737596517,B
403,-1.2268927153542415,D
404,-0.7204402069804592,B
405,0.2667891793675132,D
406,-0.10286335306527722,C
407,-1.1396426930915826,D
408,-0.9355851306771034,B
409,2.33607955283431,B
410,0.773321589270047,B
411,-0.03746628757740839,B
412,2.348637019902277,A
413,-1.502157395716816,B
414,-0.08857914437260156,C
415,-0.8928782448419623,C
416,-0.18654356214034526,D
417,-0.655995243686806,B
418,0.3179639769619087,A
419,-0.3424829398655795,C
420,1.333651584194996,B
421,-1.341807525619684,D
422,0.3606879815827811,B
423,-0.7067473142175449,A
424,0.05729264458033002,C
425,0.43638745406075635,B
426,-0.3742235499644301,D
427,-0.714347068707989,D
428,-0.34306916189186587,A
429,0.007066477845064193,C
430,-1.3536344238454427,D
431,-2.0236380809398185,D
432,-0.6209790501331904,B
433,1.827741528999497,A
434,-1.9000122036743703,A
435,-0.13976796081921367,C
436,1.1352673726287532,C
437,0.37220425012856795,C
438,1.3042065088974515,C
439,-0.5673171751686841,D
440,0.4858370568982749,B
441,1.4085136500525164,A
442,0.755586178301063,B
443,1.4013552757142198,A
444,-1.0335111438499751,A
445,0.10172076670763827,B
446,-0.8755131327000064,B
447,0.6565567852335517,B
448,-0.2015174360686367,C
449,-0.8015138304138953,D
450,0.6298291453780398,D
451,-0.3014988437830511,B
452,0.06335833260771036,A
453,-0.8880551824508414,D
454,-0.7700142940620489,B
455,0.148188285553012,B
456,0.9397907638034741,B
457,0.32049245047882835,D
458,-0.21604287972055622,D
459,-1.9132422473448105,C
460,1.551089684325527,D
461,0.6143261266411295,D
462,-1.6431085507022218,A
463,0.10195001723072407,B
464,-0.12436343430807055,C
465,2.0790218449511153,D
466,-1.1394603848111595,B
467,-0.5480998226203615,B
468,-0.26412478100311493,A
469,0.2924582462301659,B
470,0.18189348861200838,B
471,-0.43355496815645606,D
472,-0.3560193331875497,A
473,-0.6565191461864255,D
474,-0.33911020599933944,B
475,0.622955496385182,B
476,-0.9258219762373578,B
477,0.6567043723257386,A
478,0.9392290117272987,B
479,-1.1079584217988778,C
480,1.7679003973880618,C
481,0.28131058710078116,A
482,-1.5816781643027742,B
483,-0.9825599504874308,C
484,-0.558171134035181,B
485,2.8162321211154553,D
486,-0.145483641899885,C
487,0.07146148012529804,B
488,-0.22979652691382962,B
489,0.22896660372888172,A
490,-0.09214055269125268,A
491,-0.8532418863781543,D
492,-0.3088995037500964,C
493,0.423435843198355,C
494,0.25212975793142955,C
495,0.006566462791631306,D
496,0.869785350921683,A
497,-0.9822791350626026,C
498,-1.3629128764264258,D
499,0.13110036606923797,D
500,-0.15491577204841447,C
501,0.3743652955893625,B
502,-0.3117251915875311,B
503,1.3905335548671243,A
504,1.5715967225453262,A
505,0.8246321956829408,C
506,0.6934413797539299,B
507,1.0650557080616494,C
508,2.1552844975545686,C
509,0.4284266398204034,D
510,0.15152892387106312,A
511,0.8517875735699811,D
512,0.30846284463433743,B
513,-0.8011933558598925,A
514,-1.049688246849803,B
515,-0.18357881513549126,A
516,-0.5599360146864404,D
517,-1.6568038551287063,D
518,-0.1587098889400637,A
519,0.22787395477852923,A
520,-1.7027117002965932,C
521,-0.6808688763683469,B
522,0.3379976968581655,B
523,-1.001764077410328,D
524,-1.2777674530756093,C
525,1.0560055894981513,D
526,-0.5913197031421066,D
527,0.02873521485628098,C
528,-0.5989652344162031,A
529,0.01642173432554631,C
530,0.024163291857783775,D
531,-0.25045515238510047,D
532,-0.22574147340656242,C
533,-1.1397706261145375,A
534,0.10653988077472619,C
535,-0.029842104906865854,D
536,1.5453817957700517,A
537,-0.32917535421058447,A
538,-0.7809765247327561,B
539,0.3062956606038805,B
540,0.23970084618102178,B
541,-1.9635141306186903,B
542,-0.8082941746727581,A
543,-2.0105216788034705,A
544,-0.49216998641362125,D
545,0.3219596643740571,C
546,-2.5141811636294835,B
547,1.2103268398151443,B
548,-0.30341905037281364,C
549,-2.113055664880046,A
550,-0.04496061434620972,B
551,-0.38547297922847573,B
552,0.0084904460397781,A
553,-0.0410780559054325,C
554,-0.7777875829607841,A
555,0.6732128723045692,A
556,1.0291623251721878,C
557,-1.650418553600738,A
558,-0.8785250420567211,C
559,1.1121123008974931,A
560,-0.5864890152555066,B
561,0.6604815657582388,B
562,0.4367686046950161,A
563,0.312586944357778,B
564,-0.4788058892734593,A
565,0.6002934091369349,C
566,-0.3887726548871121,B
567,-0.16415277713488108,B
568,-2.212487882260058,B
569,0.41521749761566185,A
570,0.3674441207002064,B
571,0.042444692753246346,C
572,-0.11863207457207128,B
573,0.9914339970766615,B
574,1.6554609075097886,D
575,-0.741489579466362,A
576,-0.7203482639145632,D
577,-1.051993635401436,C
578,-0.036167689609152065,D
579,-1.4942905219908669,B
580,0.09561691432677719,A
581,-0.6450688345456731,D
582,-0.6821011598648246,C
583,-0.8088604996252861,C
584,0.8744006441188498,D
585,0.39093946097594473,C
586,0.5998995840396073,C
587,-0.45343054777661257,D
588,0.6790247894544602,B
589,0.4271219927322689,C
590,0.9099317950077571,A
591,0.8960833937659097,B
592,0.881872619265401,D
593,0.835723699759813,D
594,-0.08714895555111925,C
595,1.211153663257803,D
596,-0.12406549573333689,D
597,-0.9966567261005354,C
598,0.1264942351604328,D
599,-0.9075147179958614,C
600,-0.3270200502665657,D
601,0.9586209385086847,C
602,-0.2397867631191966,A
603,-0.8359383831560989,A
604,0.6586509614762985,D
605,-0.5087341404560514,A
606,-0.23510373101031673,B
607,0.4210986238644047,C
608,1.2920058131292318,D
609,0.2681302860516474,A
610,0.5709427963943039,A
611,0.13164220473281973,C
612,0.20410156328630463,D
613,0.8508624005683547,D
614,0.5640675535581157,B
615,-0.7757654270430924,A
616,0.13892688755833377,A
617,-0.01031760393795707,D
618,-0.010935213592919877,B
619,0.06537935137667504,A
620,-0.1100541256488315,B
621,-0.8310808570089651,C
622,-0.4210699178452503,C
623,-0.473514743545693,D
624,-0.49898056196900975,B
625,0.765931688817428,C
626,0.8280001843813081,D
627,-0.8132214512938809,B
628,-0.5650678385324166,C
629,0.9005124521405025,A
630,0.6636724697204134,D
631,-0.09295262345180527,D
632,-0.07552558712056581,B
633,-0.3588643109052078,B
634,0.8708486105663185,C
635,-0.2638160153426533,C
636,1.2283037974750926,D
637,1.1258034731452382,C
638,-0.6572164188054945,C
639,-0.2577149522781943,A
640,-2.1293686025446155,A
641,0.8038399154486764,D
642,-0.5782119217319367,A
643,-0.7427389642294413,D
644,1.48530717297756,D
645,-0.21844486645157296,B
646,0.14855170701852444,B
647,-1.1795163609308885,D
648,1.2375972662167891,A
649,0.8330940927013271,B
650,-0.23534183510495343,C
651,-0.36845630280926883,C
652,1.6916898693331357,D
653,-0.07149555470701736,C
654,0.5441752147333615,C
655,-1.5740051842205576,D
656,0.7519945400553594,A
657,-0.16614778122809468,D
658,-2.0905371922080205,B
659,0.3712907755916769,D
660,0.9474670799378814,B
661,1.526190818001805,A
662,-0.12056586486080273,C
663,0.24360218628497254,D
664,1.1970374717685892,A
665,-0.8301454363126677,A
666,-0.7769063678071998,A
667,0.828867834292026,A
668,-1.401032307870791,C
669,-0.7924944371783469,D
670,-2.025080584982146,D
671,0.42027833117958435,C
672,-0.055442907600334296,B
673,0.16038945902736587,C
674,-0.057579377313207794,B
675,1.05223520934395,C
676,-0.8533666829321968,D
677,0.35991113691803883,A
678,0.048066041712117084,B
679,-0.9149162724421429,D
680,1.2950912353716137,D
681,-0.23643795508385138,C
682,0.018574197090536395,D
683,0.4544757235746466,A
684,1.7418432155580867,A
685,0.7264220539180676,D
686,0.41857349097632957,A
687,-1.0020406730924616,D
688,-1.753034868033694,A
689,0.30924408851306934,D
690,-0.7192814257527027,C
691,0.49997101545330386,B
692,1.049731994334129,A
693,0.7888883885013145,A
694,-0.808670159136698,D
695,1.0769935563480393,A
696,-1.5431537119087069,D
697,-2.026124449722349,D
698,-0.14720016400090014,A
699,-0.17153687662828662,D
700,0.16132772194931722,C
701,0.7587965469284581,C
702,-0.428333613324331,C
703,0.5033542197004242,B
704,0.0162523695013668,D
705,-0.29037982480046604,C
706,-0.6771535497465764,C
707,0.06347019500841815,A
708,1.7611712982498988,B
709,-1.714362877564293,B
710,0.42784429973318133,D
711,-0.9216428496091028,D
712,1.7933686883719648,D
713,-1.0723766034728295,A
714,0.9437043687863991,B
715,-0.9467715868279762,C
716,-0.10987700607903823,B
717,-0.05790761620904714,B
718,0.22309402430019654,A
719,1.8717890842791247,C
720,-0.053755167369602924,C
721,0.24872601024862873,C
722,0.0827259317305149,C
723,-0.4739883086532935,B
724,0.6285775603624748,A
725,-0.7028651360339022,A
726,0.6188640246707324,D
727,-0.6751717620356537,A
728,1.6122689754288568,C
729,0.2551269278886415,C
730,2.6577314240846386,B
731,1.7229062857771036,C
732,-1.0633454575926897,D
733,1.0754535902716287,A
734,-0.6594924128793158,A
735,-2.5142895206480573,C
736,-1.156591099946009,D
737,0.02852373856399348,D
738,0.504784512766935,A
739,2.408644952419081,B
740,-0.21352672258477928,B
741,1.89843048276904,D
742,-0.18775964811091003,C
743,0.5981002037304203,C
744,0.9023769526916786,A
745,0.27361418236017254,D
746,-0.0077586238729557425,D
747,0.15647468865995565,D
748,0.6148362446354293,B
749,1.9272788248867605,A
750,0.23354987255152357,A
751,0.6964911673840339,C
752,-0.006909359399566508,C
753,0.4814361672115113,C
754,1.3647745034434784,B
755,-0.9877321709576298,B
756,2.0737545013913765,B
757,0.2161818071524576,B
758,-1.097751981617701,C
759,-1.0489538978388682,C
760,0.1990106702487119,B
761,-0.804414840521717,A
762,-0.47816685530746694,C
763,-0.1379419939644351,D
764,1.640739563480821,D
765,-0.8991682234848005,D
766,-1.1460463162319194,C
767,0.25089809318522477,D
768,-0.2198885064050166,A
769,0.09382851180578448,A
770,-0.9898701745281768,C
771,-0.8417762452778551,A
772,-0.6280755187590273,C
773,-0.812363950166163,D
774,0.019634194752214673,A
775,-0.2549215882032687,B
776,0.1943143738433257,A
777,-0.3599320319389784,D
778,-0.5053716405447615,A
779,-0.8256339943963426,A
780,0.348955558118512,B
781,-0.6227342554109047,D
782,0.27055414294243263,D
783,0.19507739032403856,B
784,-0.9557023305130979,B
785,0.7078648207389664,D
786,-1.5771301706850185,B
787,1.4618221506011617,D
788,1.9183829030237978,A
789,0.9108748576433363,B
790,1.4496584732722673,C
791,0.23062257269643371,C
792,0.5849423348965826,D
793,-1.3697240265143087,A
794,0.4400249261397185,B
795,-0.7748145675882079,B
796,-0.7170054815851155,B
797,-1.6943852139337459,D
798,-0.5445762032035065,D
799,-0.9113137944961458,C
800,0.5499818426704045,D
801,-0.11360422861650962,D
802,0.03319658909514383,D
803,1.1279973792939402,B
804,0.25993857271228676,B
805,-1.165563606945447,B
806,-1.0596868019194048,C
807,0.1616593926713592,C
808,-0.6331154804683016,C
809,-0.08281644819085636,D
810,0.5737034595309451,C
811,0.5406479711488905,D
812,1.1775412929468139,A
813,0.4064045688192821,B
814,0.5022184785086238,B
815,-1.5988592263442736,C
816,1.3458249562456155,A
817,1.5456948838269742,B
818,1.0696985765487577,B
819,-0.11378593877340364,B
820,-1.6494430383632754,C
821,-1.0516529834532284,B
822,1.0612296839613582,D
823,0.4695470767137745,D
824,-0.7333104902572117,B
825,0.8047072024271414,C
826,0.3305374480553892,A
827,1.6758745681735054,A
828,0.6209611110100308,B
829,0.9511200977199201,C
830,0.024999543860187486,A
831,-1.338052806209716,B
832,0.19083283747698376,C
833,-1.3054233508493789,C
834,1.1855584306829727,B
835,0.17028973774683975,C
836,-0.08580030087025735,D
837,-0.2190607938431527,A
838,0.3189884411120333,B
839,-0.8777127875789335,B
840,1.1050429316622243,A
841,-0.6243930432490669,A
842,-2.645343434332279,A
843,-0.9084464340772223,C
844,-1.138364289089081,D
845,-0.7537988365306403,C
846,1.4159465999351253,A
847,-0.9312260632904545,C
848,2.5152145423846917,A
849,1.5446302300359671,D
850,0.25443172502550654,B
851,-1.194894900374383,C
852,-0.9812641606280299,D
853,0.5098337078910731,C
854,-0.0019799969124634316,A
855,-0.8828664757064141,B
856,0.0674210764042553,B
857,-0.36950906072015177,C
858,-0.765672382244105,C
859,-0.39006669189602855,C
860,-1.0951282705082919,D
861,0.33541155721737764,A
862,-0.3416879380534494,A
863,-0.6882150052206059,B
864,-0.6418621146349011,C
865,0.9965822908685267,D
866,0.8358815913625895,B
867,-0.4026826057494307,B
868,-0.4222065100877726,B
869,-0.4083261437558514,B
870,0.00932670546695929,D
871,-0.6221509836082778,A
872,-0.4867709188157726,D
873,0.3840678867882957,B
874,-1.025137092698304,A
875,-0.255576621363796,C
876,0.46949187694287553,B
877,0.07576893652341497,C
878,1.0583535657969647,B
879,-1.0603515151095648,D
880,-0.9726250404016497,C
881,0.22475978593614943,A
882,-0.04882491757026294,D
883,-0.9984586069924277,B
884,0.6106519972681155,A
885,0.06886023386631586,C
886,0.9984562289091609,B
887,0.7232680383130269,A
888,0.6477116096080826,D
889,-2.3422286223805804,A
890,-1.1815621963466763,B
891,0.3024903711414658,A
892,-0.5099070414365896,C
893,0.9322795330009527,C
894,-1.0384546618369992,A
895,0.2260751842464297,C
896,-1.5998670342990162,C
897,1.5072333462100436,B
898,1.0092187457464146,C
899,-0.9210353878599348,A
900,1.044077645890862,A
901,-0.47695741464397007,A
902,-1.4434079630546741,B
903,0.3497911794774386,A
904,-1.6476862398948469,A
905,1.0388435307074346,D
906,1.5258678452975836,D
907,-1.0245392107703495,D
908,-1.0460630092755079,D
909,-1.3655315477297614,B
910,-1.8576236464598281,D
911,-1.0987359992702397,B
912,-0.7165167494899608,A
913,-0.7152984648119293,C
914,1.1718247784443039,A
915,0.12281170699570938,B
916,0.8310443242878599,D
917,1.4714819509721395,A
918,-1.3251080768118235,C
919,2.1104097499900596,C
920,0.2853289923879296,D
921,0.4011078396350532,C
922,-0.9696560079859118,D
923,0.059296487718623454,D
924,0.6432382204845415,D
925,-2.658431923017378,D
926,0.07247397361537171,C
927,-0.48741454646402865,D
928,-0.008991963976678686,C
929,2.0297222326622726,D
930,-1.166981486795319,A
931,1.7050438614288383,D
932,0.7465942721365432,C
933,1.2394272076828985,D
934,-0.22018418852461294,B
935,-1.8262908937613966,B
936,0.5313538690262448,B
937,1.464959455234358,B
938,-0.11284297260239613,A
939,-0.9954587467398083,B
940,1.0943565672099846,A
941,1.3986947659759998,D
942,-0.3732893309152344,A
943,-0.7873755070576168,D
944,1.815365287883241,C
945,0.02280198418636096,D
946,-1.0151425209360672,C
947,0.9485790223656859,A
948,-1.3239572104322346,C
949,-0.248543744764655,B
950,-0.2671473350016435,B
951,0.5512833865639488,A
952,-0.5669540979712615,C
953,0.710508068577132,D
954,-0.8248171680466545,C
955,-0.08406034081085237,C
956,-0.07082293421202175,A
957,0.5779581194876477,C
958,-0.9070746439824982,C
959,-0.23046240391725106,D
960,0.6080531016937091,A
961,1.5131846637762005,D
962,-0.7516021997427266,C
963,1.8774218350247716,A
964,-1.1497141902396426,A
965,-0.9011662416721925,C
966,1.8495124567611152,A
967,-0.3608713328877526,D
968,0.4530298511652732,B
969,-0.38598439043259397,D
970,0.7407523663084505,D
971,-0.5233063902819528,C
972,-1.1543365030982378,C
973,0.4073371791605429,C
974,0.14201405536772682,A
975,0.6943350881242862,A
976,0.1330075784728289,C
977,0.9830412935619584,A
978,-1.3333953084840362,A
979,1.4078573257954297,A
980,0.43344214317949825,D
981,-0.46028590939859954,B
982,0.4876801892765598,D
983,-0.5673288157177139,B
984,-0.4207281761395115,A
985,0.6803574821342117,D
986,2.143359013840038,C
987,1.3347712603535664,B
988,0.9057987234491357,A
989,-0.6466935448731287,D
990,-0.18384643301756692,A
991,1.131435658722173,D
992,-0.2331131257525138,B
993,-0.42055990724349734,D
994,0.5547160401959984,B
995,0.5128505081704012,A
996,-0.8570976313863549,D
997,0.546189017511579,D
998,0.6332461136746715,B
999,0.24570588306439684,C
1000,0.18747002948426947,C
1001,0.5471345689466377,A
1002,-0.462576116562051,B
1003,0.5158774713748735,A
1004,-0.3707663671882453,C
1005,-1.4672910337962275,A
1006,-1.2773763669444769,B
1007,0.3191777099484649,A
1008,0.04038559648367292,D
1009,2.3505150735976774,A
1010,0.5495298838392463,B
1011,1.6341013559674091,A
1012,-0.3236866311493582,C
1013,0.2803209596915999,A
1014,-0.9627387629847413,C
1015,-0.19462576501629267,A
1016,-0.7546847693209046,C
1017,-0.4782364065069831,B
1018,-0.23678659685983722,B
1019,-0.4163102705810351,C
1020,0.8342985225771318,C
1021,-0.6704638212205174,A
1022,0.3592579477649015,C
1023,-0.5006440991320735,A
1024,0.4961852366976736,A
1025,0.4520665921982821,C
1026,-0.2369185781586799,D
1027,0.4171165780973941,B
1028,-0.19244994171934404,C
1029,-0.9367903752198179,C
1030,-1.4542236739492367,A
1031,-1.20903914711322,D
1032,1.177275357837763,A
1033,-0.02192893693892129,D
1034,0.5147973226203681,A
1035,0.7636287093965508,A
1036,-1.4684501236096463,B
1037,-0.09199686266911809,A
1038,-1.6021243834684378,B
1039,0.5837070643963549,A
1040,-0.02001487032717413,B
